date,node,hour,solar_mwh,chargeable_mwh
2025-04-06,새만금,19,82.1,0.0
2025-04-06,새만금,20,68.0,0.0
2025-04-06,새만금,21,36.1,0.0
2025-04-06,새만금,22,9.1,0.0
2025-04-06,새만금,23,1.1,0.0
2025-04-06,장성,0,0.1,0.0
2025-04-06,장성,1,0.2,0.0
2025-04-06,장성,2,0.0,0.0
2025-04-06,장성,3,0.0,0.0
2025-04-06,장성,4,0.0,0.0
2025-04-06,장성,5,0.0,0.0
2025-04-06,장성,6,26.3,0.0
2025-04-06,장성,7,304.6,0.0
2025-04-06,장성,8,798.6,220.3
2025-04-06,장성,9,1257.5,447.4
2025-04-06,장성,10,1213.1,993.1
2025-04-06,장성,11,1103.7,1065.8
2025-04-06,장성,12,937.9,1177.3
2025-04-06,장성,13,1114.8,941.4
2025-04-06,장성,14,1540.7,695.3
2025-04-06,장성,15,1375.8,459.4
2025-04-06,장성,16,1031.2,0.0
2025-04-06,장성,17,695.5,0.0
2025-04-06,장성,18,395.2,0.0
2025-04-06,장성,19,328.2,0.0
2025-04-06,장성,20,271.9,0.0
2025-04-06,장성,21,144.4,0.0
2025-04-06,장성,22,36.5,0.0
2025-04-06,장성,23,4.3,0.0
2025-05-02,남원,0,0.0,0.0
2025-05-02,남원,1,0.2,0.0
2025-05-02,남원,2,0.1,0.0
2025-05-02,남원,3,0.0,0.0
2025-05-02,남원,4,0.0,0.0
2025-05-02,남원,5,0.3,0.0
2025-05-02,남원,6,23.2,0.0
2025-05-02,남원,7,114.5,0.0
2025-05-02,남원,8,237.3,88.5
2025-05-02,남원,9,343.2,113.0
2025-05-02,남원,10,328.4,222.5
2025-05-02,남원,11,327.8,282.9
2025-05-02,남원,12,306.2,311.0
2025-05-02,남원,13,325.2,278.5
2025-05-02,남원,14,346.9,184.4
2025-05-02,남원,15,323.2,104.7
2025-05-02,남원,16,225.4,65.7
2025-05-02,남원,17,164.7,0.0
2025-05-02,남원,18,108.2,0.0
2025-05-02,남원,19,81.8,0.0
2025-05-02,남원,20,67.6,0.0
2025-05-02,남원,21,35.7,0.0
2025-05-02,남원,22,9.1,0.0
2025-05-02,남원,23,0.9,0.0
2025-05-02,동산,0,0.0,0.0
2025-05-02,동산,1,0.2,0.0
2025-05-02,동산,2,0.1,0.0
2025-05-02,동산,3,0.0,0.0
2025-05-02,동산,4,0.0,0.0
2025-05-02,동산,5,0.3,0.0
2025-05-02,동산,6,23.2,0.0
2025-05-02,동산,7,114.5,0.0
2025-05-02,동산,8,237.3,88.5
2025-05-02,동산,9,343.2,113.0
2025-05-02,동산,10,328.4,222.5
2025-05-02,동산,11,327.8,282.9
2025-05-02,동산,12,306.2,311.0
2025-05-02,동산,13,325.2,278.5
2025-05-02,동산,14,346.9,184.4
2025-05-02,동산,15,323.2,104.7
2025-05-02,동산,16,225.4,65.7
2025-05-02,동산,17,164.7,0.0
2025-05-02,동산,18,108.2,0.0
2025-05-02,동산,19,81.8,0.0
2025-05-02,동산,20,67.6,0.0
2025-05-02,동산,21,35.7,0.0
2025-05-02,동산,22,9.1,0.0
2025-05-02,동산,23,0.9,0.0
2025-05-02,새만금,0,0.0,0.0
2025-05-02,새만금,1,0.2,0.0
2025-05-02,새만금,2,0.1,0.0
2025-05-02,새만금,3,0.0,0.0
2025-05-02,새만금,4,0.0,0.0
2025-05-02,새만금,5,0.3,0.0
2025-05-02,새만금,6,23.2,0.0
2025-05-02,새만금,7,114.5,0.0
2025-05-02,새만금,8,237.3,88.5
2025-05-02,새만금,9,343.2,113.0
2025-05-02,새만금,10,328.4,222.5
2025-05-02,새만금,11,327.8,282.9
2025-05-02,새만금,12,306.2,311.0
2025-05-02,새만금,13,325.2,278.5
2025-05-02,새만금,14,346.9,184.4
2025-05-02,새만금,15,323.2,104.7
2025-05-02,새만금,16,225.4,65.7
2025-05-02,새만금,17,164.7,0.0
2025-05-02,새만금,18,108.2,0.0
2025-05-02,새만금,19,81.8,0.0
2025-05-02,새만금,20,67.6,0.0
2025-05-02,새만금,21,35.7,0.0
2025-05-02,새만금,22,9.1,0.0
2025-05-02,새만금,23,0.9,0.0
2025-05-02,장성,0,0.0,0.0
2025-05-02,장성,1,0.7,0.0
2025-05-02,장성,2,0.4,0.0
2025-05-02,장성,3,0.0,0.0
2025-05-02,장성,4,0.0,0.0
2025-05-02,장성,5,1.0,0.0
2025-05-02,장성,6,92.8,0.0
2025-05-02,장성,7,457.5,0.0
2025-05-02,장성,8,948.5,353.7
2025-05-02,장성,9,1371.8,451.5
2025-05-02,장성,10,1312.9,889.2
2025-05-02,장성,11,1310.2,1130.5
2025-05-02,장성,12,1223.9,1242.9
2025-05-02,장성,13,1300.0,1112.8
2025-05-02,장성,14,1386.5,737.1
2025-05-02,장성,15,1291.9,418.6
2025-05-02,장성,16,900.8,262.7
2025-05-02,장성,17,658.4,0.0
2025-05-02,장성,18,432.7,0.0
2025-05-02,장성,19,326.8,0.0
2025-05-02,장성,20,270.3,0.0
2025-05-02,장성,21,142.8,0.0
2025-05-02,장성,22,36.4,0.0
2025-05-02,장성,23,3.6,0.0
2025-05-04,남원,0,0.0,0.0
2025-05-04,남원,1,0.0,0.0
2025-05-04,남원,2,0.0,0.0
2025-05-04,남원,3,0.0,0.0
2025-05-04,남원,4,0.0,0.0
2025-05-04,남원,5,0.5,0.0
2025-05-04,남원,6,27.1,0.0
2025-05-04,남원,7,113.4,0.0
2025-05-04,남원,8,229.0,85.3
2025-05-04,남원,9,326.5,135.9
2025-05-04,남원,10,276.6,272.5
2025-05-04,남원,11,192.0,410.1
2025-05-04,남원,12,213.4,407.4
2025-05-04,남원,13,243.3,372.3
2025-05-04,남원,14,325.0,220.4
2025-05-04,남원,15,300.1,155.9
2025-05-04,남원,16,262.6,76.3
2025-05-04,남원,17,189.3,0.0
2025-05-04,남원,18,112.9,0.0
2025-05-04,남원,19,82.4,0.0
2025-05-04,남원,20,69.2,0.0
2025-05-04,남원,21,38.7,0.0
2025-05-04,남원,22,9.8,0.0
2025-05-04,남원,23,1.0,0.0
2025-05-04,동산,0,0.0,0.0
2025-05-04,동산,1,0.0,0.0
2025-05-04,동산,2,0.0,0.0
2025-05-04,동산,3,0.0,0.0
2025-05-04,동산,4,0.0,0.0
2025-05-04,동산,5,0.5,0.0
2025-05-04,동산,6,27.1,0.0
2025-05-04,동산,7,113.4,0.0
2025-05-04,동산,8,229.0,85.3
2025-05-04,동산,9,326.5,135.9
2025-05-04,동산,10,276.6,272.5
2025-05-04,동산,11,192.0,410.1
2025-05-04,동산,12,213.4,407.4
2025-05-04,동산,13,243.3,372.3
2025-05-04,동산,14,325.0,220.4
2025-05-04,동산,15,300.1,155.9
2025-05-04,동산,16,262.6,76.3
2025-05-04,동산,17,189.3,0.0
2025-05-04,동산,18,112.9,0.0
2025-05-04,동산,19,82.4,0.0
2025-05-04,동산,20,69.2,0.0
2025-05-04,동산,21,38.7,0.0
2025-05-04,동산,22,9.8,0.0
2025-05-04,동산,23,1.0,0.0
2025-05-04,새만금,0,0.0,0.0
2025-05-04,새만금,1,0.0,0.0
2025-05-04,새만금,2,0.0,0.0
2025-05-04,새만금,3,0.0,0.0
2025-05-04,새만금,4,0.0,0.0
2025-05-04,새만금,5,0.5,0.0
2025-05-04,새만금,6,27.1,0.0
2025-05-04,새만금,7,113.4,0.0
2025-05-04,새만금,8,229.0,85.3
2025-05-04,새만금,9,326.5,135.9
2025-05-04,새만금,10,276.6,272.5
2025-05-04,새만금,11,192.0,410.1
2025-05-04,새만금,12,213.4,407.4
2025-05-04,새만금,13,243.3,372.3
2025-05-04,새만금,14,325.0,220.4
2025-05-04,새만금,15,300.1,155.9
2025-05-04,새만금,16,262.6,76.3
2025-05-04,새만금,17,189.3,0.0
2025-05-04,새만금,18,112.9,0.0
2025-05-04,새만금,19,82.4,0.0
2025-05-04,새만금,20,69.2,0.0
2025-05-04,새만금,21,38.7,0.0
2025-05-04,새만금,22,9.8,0.0
2025-05-04,새만금,23,1.0,0.0
2025-05-04,장성,0,0.0,0.0
2025-05-04,장성,1,0.1,0.0
2025-05-04,장성,2,0.0,0.0
2025-05-04,장성,3,0.0,0.0
2025-05-04,장성,4,0.0,0.0
2025-05-04,장성,5,2.0,0.0
2025-05-04,장성,6,108.2,0.0
2025-05-04,장성,7,453.1,0.0
2025-05-04,장성,8,915.4,340.9
2025-05-04,장성,9,1305.2,543.1
2025-05-04,장성,10,1105.5,1088.9
2025-05-04,장성,11,767.3,1638.7
2025-05-04,장성,12,853.0,1628.0
2025-05-04,장성,13,972.6,1487.7
2025-05-04,장성,14,1299.0,880.8
2025-05-04,장성,15,1199.7,623.2
2025-05-04,장성,16,1049.6,304.7
2025-05-04,장성,17,756.6,0.0
2025-05-04,장성,18,451.4,0.0
2025-05-04,장성,19,329.6,0.0
2025-05-04,장성,20,276.5,0.0
2025-05-04,장성,21,154.6,0.0
2025-05-04,장성,22,39.2,0.0
2025-05-04,장성,23,4.0,0.0
2025-05-18,남원,0,0.1,0.0
2025-05-18,남원,1,0.0,0.0
2025-05-18,남원,2,0.1,0.0
2025-05-18,남원,3,0.1,0.0
2025-05-18,남원,4,0.1,0.0
2025-05-18,남원,5,0.9,0.0
2025-05-18,남원,6,27.6,0.0
2025-05-18,남원,7,102.3,0.0
2025-05-18,남원,8,214.4,101.0
2025-05-18,남원,9,305.7,117.5
2025-05-18,남원,10,307.7,201.8
2025-05-18,남원,11,298.6,281.4
2025-05-18,남원,12,333.7,292.7
2025-05-18,남원,13,354.1,235.5
2025-05-18,남원,14,389.1,154.8
2025-05-18,남원,15,334.3,102.7
2025-05-18,남원,16,235.0,83.5
2025-05-18,남원,17,180.0,0.0
2025-05-18,남원,18,118.0,0.0
2025-05-18,남원,19,84.3,0.0
2025-05-18,남원,20,68.2,0.0
2025-05-18,남원,21,37.0,0.0
2025-05-18,남원,22,9.7,0.0
2025-05-18,남원,23,1.1,0.0
2025-05-18,동산,0,0.1,0.0
2025-05-18,동산,1,0.0,0.0
2025-05-18,동산,2,0.1,0.0
2025-05-18,동산,3,0.1,0.0
2025-05-18,동산,4,0.1,0.0
2025-05-18,동산,5,0.9,0.0
2025-05-18,동산,6,27.6,0.0
2025-05-18,동산,7,102.3,0.0
2025-05-18,동산,8,214.4,101.0
2025-05-18,동산,9,305.7,117.5
2025-05-18,동산,10,307.7,201.8
2025-05-18,동산,11,298.6,281.4
2025-05-18,동산,12,333.7,292.7
2025-05-18,동산,13,354.1,235.5
2025-05-18,동산,14,389.1,154.8
2025-05-18,동산,15,334.3,102.7
2025-05-18,동산,16,235.0,83.5
2025-05-18,동산,17,180.0,0.0
2025-05-18,동산,18,118.0,0.0
2025-05-18,동산,19,84.3,0.0
2025-05-18,동산,20,68.2,0.0
2025-05-18,동산,21,37.0,0.0
2025-05-18,동산,22,9.7,0.0
2025-05-18,동산,23,1.1,0.0
2025-05-18,새만금,0,0.1,0.0
2025-05-18,새만금,1,0.0,0.0
2025-05-18,새만금,2,0.1,0.0
2025-05-18,새만금,3,0.1,0.0
2025-05-18,새만금,4,0.1,0.0
2025-05-18,새만금,5,0.9,0.0
2025-05-18,새만금,6,27.6,0.0
2025-05-18,새만금,7,102.3,0.0
2025-05-18,새만금,8,214.4,101.0
2025-05-18,새만금,9,305.7,117.5
2025-05-18,새만금,10,307.7,201.8
2025-05-18,새만금,11,298.6,281.4
2025-05-18,새만금,12,333.7,292.7
2025-05-18,새만금,13,354.1,235.5
2025-05-18,새만금,14,389.1,154.8
2025-05-18,새만금,15,334.3,102.7
2025-05-18,새만금,16,235.0,83.5
2025-05-18,새만금,17,180.0,0.0
2025-05-18,새만금,18,118.0,0.0
2025-05-18,새만금,19,84.3,0.0
2025-05-18,새만금,20,68.2,0.0
2025-05-18,새만금,21,37.0,0.0
2025-05-18,새만금,22,9.7,0.0
2025-05-18,새만금,23,1.1,0.0
2025-05-18,장성,0,0.4,0.0
2025-05-18,장성,1,0.0,0.0
2025-05-18,장성,2,0.2,0.0
2025-05-18,장성,3,0.3,0.0
2025-05-18,장성,4,0.3,0.0
2025-05-18,장성,5,3.6,0.0
2025-05-18,장성,6,110.3,0.0
2025-05-18,장성,7,409.0,0.0
2025-05-18,장성,8,857.0,403.6
2025-05-18,장성,9,1222.0,469.6
2025-05-18,장성,10,1230.1,806.2
2025-05-18,장성,11,1193.7,1124.5
2025-05-18,장성,12,1333.7,1169.8
2025-05-18,장성,13,1415.4,941.3
2025-05-18,장성,14,1555.4,618.8
2025-05-18,장성,15,1336.3,410.6
2025-05-18,장성,16,939.5,333.8
2025-05-18,장성,17,719.6,0.0
2025-05-18,장성,18,471.7,0.0
2025-05-18,장성,19,337.1,0.0
2025-05-18,장성,20,272.7,0.0
2025-05-18,장성,21,147.8,0.0
2025-05-18,장성,22,38.6,0.0
2025-05-18,장성,23,4.6,0.0
2025-05-25,남원,0,0.0,0.0
2025-05-25,남원,1,0.0,0.0
2025-05-25,남원,2,0.1,0.0
2025-05-25,남원,3,0.1,0.0
2025-05-25,남원,4,0.0,0.0
2025-05-25,남원,5,1.7,0.0
2025-05-25,남원,6,31.7,0.0
2025-05-25,남원,7,111.0,0.0
2025-05-25,남원,8,216.2,93.9
2025-05-25,남원,9,305.8,118.4
2025-05-25,남원,10,310.0,207.6
2025-05-25,남원,11,290.5,292.7
2025-05-25,남원,12,311.9,300.6
2025-05-25,남원,13,338.0,244.2
2025-05-25,남원,14,391.1,133.1
2025-05-25,남원,15,339.6,96.3
2025-05-25,남원,16,251.3,75.0
2025-05-25,남원,17,187.0,0.0
2025-05-25,남원,18,120.5,0.0
2025-05-25,남원,19,85.1,0.0
2025-05-25,남원,20,68.8,0.0
2025-05-25,남원,21,38.3,0.0
2025-05-25,남원,22,10.0,0.0
2025-05-25,남원,23,1.1,0.0
2025-05-25,동산,0,0.0,0.0
2025-05-25,동산,1,0.0,0.0
2025-05-25,동산,2,0.1,0.0
2025-05-25,동산,3,0.1,0.0
2025-05-25,동산,4,0.0,0.0
2025-05-25,동산,5,1.7,0.0
2025-05-25,동산,6,31.7,0.0
2025-05-25,동산,7,111.0,0.0
2025-05-25,동산,8,216.2,93.9
2025-05-25,동산,9,305.8,118.4
2025-05-25,동산,10,310.0,207.6
2025-05-25,동산,11,290.5,292.7
2025-05-25,동산,12,311.9,300.6
2025-05-25,동산,13,338.0,244.2
2025-05-25,동산,14,391.1,133.1
2025-05-25,동산,15,339.6,96.3
2025-05-25,동산,16,251.3,75.0
2025-05-25,동산,17,187.0,0.0
2025-05-25,동산,18,120.5,0.0
2025-05-25,동산,19,85.1,0.0
2025-05-25,동산,20,68.8,0.0
2025-05-25,동산,21,38.3,0.0
2025-05-25,동산,22,10.0,0.0
2025-05-25,동산,23,1.1,0.0
2025-05-25,새만금,0,0.0,0.0
2025-05-25,새만금,1,0.0,0.0
2025-05-25,새만금,2,0.1,0.0
2025-05-25,새만금,3,0.1,0.0
2025-05-25,새만금,4,0.0,0.0
2025-05-25,새만금,5,1.7,0.0
2025-05-25,새만금,6,31.7,0.0
2025-05-25,새만금,7,111.0,0.0
2025-05-25,새만금,8,216.2,93.9
2025-05-25,새만금,9,305.8,118.4
2025-05-25,새만금,10,310.0,207.6
2025-05-25,새만금,11,290.5,292.7
2025-05-25,새만금,12,311.9,300.6
2025-05-25,새만금,13,338.0,244.2
2025-05-25,새만금,14,391.1,133.1
2025-05-25,새만금,15,339.6,96.3
2025-05-25,새만금,16,251.3,75.0
2025-05-25,새만금,17,187.0,0.0
2025-05-25,새만금,18,120.5,0.0
2025-05-25,새만금,19,85.1,0.0
2025-05-25,새만금,20,68.8,0.0
2025-05-25,새만금,21,38.3,0.0
2025-05-25,새만금,22,10.0,0.0
2025-05-25,새만금,23,1.1,0.0
2025-05-25,장성,0,0.1,0.0
2025-05-25,장성,1,0.0,0.0
2025-05-25,장성,2,0.2,0.0
2025-05-25,장성,3,0.3,0.0
2025-05-25,장성,4,0.1,0.0
2025-05-25,장성,5,6.6,0.0
2025-05-25,장성,6,126.7,0.0
2025-05-25,장성,7,443.8,0.0
2025-05-25,장성,8,864.3,375.3
2025-05-25,장성,9,1222.4,473.2
2025-05-25,장성,10,1238.9,829.5
2025-05-25,장성,11,1161.2,1169.7
2025-05-25,장성,12,1246.8,1201.2
2025-05-25,장성,13,1351.1,975.7
2025-05-25,장성,14,1563.1,531.7
2025-05-25,장성,15,1357.4,384.6
2025-05-25,장성,16,1004.4,299.5
2025-05-25,장성,17,747.3,0.0
2025-05-25,장성,18,481.6,0.0
2025-05-25,장성,19,340.3,0.0
2025-05-25,장성,20,275.0,0.0
2025-05-25,장성,21,153.1,0.0
2025-05-25,장성,22,39.8,0.0
2025-05-25,장성,23,4.6,0.0
