date,node,hour,cargo_type,cargo_ton,cargo_cars
2026-08-14,신례원,15,pack_ess,0.0,0.0
2026-08-14,신례원,15,blackmass,0.0,0.0
2026-08-14,신례원,16,pack_ev,0.0,0.0
2026-08-14,신례원,16,pack_ess,0.0,0.0
2026-08-14,신례원,16,blackmass,0.0,0.0
2026-08-14,신례원,17,pack_ev,0.0,0.0
2026-08-14,신례원,17,pack_ess,0.0,0.0
2026-08-14,신례원,17,blackmass,0.0,0.0
2026-08-14,신례원,18,pack_ev,0.0,0.0
2026-08-14,신례원,18,pack_ess,0.0,0.0
2026-08-14,신례원,18,blackmass,0.0,0.0
2026-08-14,신례원,19,pack_ev,0.0,0.0
2026-08-14,신례원,19,pack_ess,0.0,0.0
2026-08-14,신례원,19,blackmass,0.0,0.0
2026-08-14,신례원,20,pack_ev,0.0,0.0
2026-08-14,신례원,20,pack_ess,0.0,0.0
2026-08-14,신례원,20,blackmass,0.0,0.0
2026-08-14,신례원,21,pack_ev,0.0,0.0
2026-08-14,신례원,21,pack_ess,0.0,0.0
2026-08-14,신례원,21,blackmass,0.0,0.0
2026-08-14,신례원,22,pack_ev,0.0,0.0
2026-08-14,신례원,22,pack_ess,0.0,0.0
2026-08-14,신례원,22,blackmass,0.0,0.0
2026-08-14,신례원,23,pack_ev,0.0,0.0
2026-08-14,신례원,23,pack_ess,0.0,0.0
2026-08-14,신례원,23,blackmass,0.0,0.0
2026-08-14,안중,0,pack_ev,0.0,0.0
2026-08-14,안중,0,pack_ess,0.0,0.0
2026-08-14,안중,0,blackmass,0.0,0.0
2026-08-14,안중,1,pack_ev,0.0,0.0
2026-08-14,안중,1,pack_ess,0.0,0.0
2026-08-14,안중,1,blackmass,0.0,0.0
2026-08-14,안중,2,pack_ev,0.0,0.0
2026-08-14,안중,2,pack_ess,0.0,0.0
2026-08-14,안중,2,blackmass,0.0,0.0
2026-08-14,안중,3,pack_ev,0.0,0.0
2026-08-14,안중,3,pack_ess,0.0,0.0
2026-08-14,안중,3,blackmass,0.0,0.0
2026-08-14,안중,4,pack_ev,0.0,0.0
2026-08-14,안중,4,pack_ess,0.0,0.0
2026-08-14,안중,4,blackmass,0.0,0.0
2026-08-14,안중,5,pack_ev,0.0,0.0
2026-08-14,안중,5,pack_ess,0.0,0.0
2026-08-14,안중,5,blackmass,0.0,0.0
2026-08-14,안중,6,pack_ev,0.0,0.0
2026-08-14,안중,6,pack_ess,0.0,0.0
2026-08-14,안중,6,blackmass,0.0,0.0
2026-08-14,안중,7,pack_ev,0.0,0.0
2026-08-14,안중,7,pack_ess,0.0,0.0
2026-08-14,안중,7,blackmass,0.0,0.0
2026-08-14,안중,8,pack_ev,0.0,0.0
2026-08-14,안중,8,pack_ess,0.0,0.0
2026-08-14,안중,8,blackmass,0.0,0.0
2026-08-14,안중,9,pack_ev,0.0,0.0
2026-08-14,안중,9,pack_ess,0.0,0.0
2026-08-14,안중,9,blackmass,0.0,0.0
2026-08-14,안중,10,pack_ev,0.0,0.0
2026-08-14,안중,10,pack_ess,0.0,0.0
2026-08-14,안중,10,blackmass,0.0,0.0
2026-08-14,안중,11,pack_ev,0.0,0.0
2026-08-14,안중,11,pack_ess,0.0,0.0
2026-08-14,안중,11,blackmass,0.0,0.0
2026-08-14,안중,12,pack_ev,0.0,0.0
2026-08-14,안중,12,pack_ess,0.0,0.0
2026-08-14,안중,12,blackmass,0.0,0.0
2026-08-14,안중,13,pack_ev,0.0,0.0
2026-08-14,안중,13,pack_ess,0.0,0.0
2026-08-14,안중,13,blackmass,0.0,0.0
2026-08-14,안중,14,pack_ev,0.0,0.0
2026-08-14,안중,14,pack_ess,0.0,0.0
2026-08-14,안중,14,blackmass,0.0,0.0
2026-08-14,안중,15,pack_ev,0.0,0.0
2026-08-14,안중,15,pack_ess,0.0,0.0
2026-08-14,안중,15,blackmass,0.0,0.0
2026-08-14,안중,16,pack_ev,0.0,0.0
2026-08-14,안중,16,pack_ess,0.0,0.0
2026-08-14,안중,16,blackmass,0.0,0.0
2026-08-14,안중,17,pack_ev,0.0,0.0
2026-08-14,안중,17,pack_ess,0.0,0.0
2026-08-14,안중,17,blackmass,0.0,0.0
2026-08-14,안중,18,pack_ev,0.0,0.0
2026-08-14,안중,18,pack_ess,0.0,0.0
2026-08-14,안중,18,blackmass,0.0,0.0
2026-08-14,안중,19,pack_ev,0.0,0.0
2026-08-14,안중,19,pack_ess,0.0,0.0
2026-08-14,안중,19,blackmass,0.0,0.0
2026-08-14,안중,20,pack_ev,0.0,0.0
2026-08-14,안중,20,pack_ess,0.0,0.0
2026-08-14,안중,20,blackmass,0.0,0.0
2026-08-14,안중,21,pack_ev,0.0,0.0
2026-08-14,안중,21,pack_ess,0.0,0.0
2026-08-14,안중,21,blackmass,0.0,0.0
2026-08-14,안중,22,pack_ev,0.0,0.0
2026-08-14,안중,22,pack_ess,0.0,0.0
2026-08-14,안중,22,blackmass,0.0,0.0
2026-08-14,안중,23,pack_ev,0.0,0.0
2026-08-14,안중,23,pack_ess,0.0,0.0
2026-08-14,안중,23,blackmass,0.0,0.0
2026-08-14,천안,0,pack_ev,0.0,0.0
2026-08-14,천안,0,pack_ess,0.0,0.0
2026-08-14,천안,0,blackmass,0.0,0.0
2026-08-14,천안,1,pack_ev,0.0,0.0
2026-08-14,천안,1,pack_ess,0.0,0.0
2026-08-14,천안,1,blackmass,0.0,0.0
2026-08-14,천안,2,pack_ev,0.0,0.0
2026-08-14,천안,2,pack_ess,0.0,0.0
2026-08-14,천안,2,blackmass,0.0,0.0
2026-08-14,천안,3,pack_ev,0.0,0.0
2026-08-14,천안,3,pack_ess,0.0,0.0
2026-08-14,천안,3,blackmass,0.0,0.0
2026-08-14,천안,4,pack_ev,0.0,0.0
2026-08-14,천안,4,pack_ess,0.0,0.0
2026-08-14,천안,4,blackmass,0.0,0.0
2026-08-14,천안,5,pack_ev,0.0,0.0
2026-08-14,천안,5,pack_ess,0.0,0.0
2026-08-14,천안,5,blackmass,0.0,0.0
2026-08-14,천안,6,pack_ev,0.0,0.0
2026-08-14,천안,6,pack_ess,0.0,0.0
2026-08-14,천안,6,blackmass,0.0,0.0
2026-08-14,천안,7,pack_ev,0.0,0.0
2026-08-14,천안,7,pack_ess,0.0,0.0
2026-08-14,천안,7,blackmass,0.0,0.0
2026-08-14,천안,8,pack_ev,0.0,0.0
