date,node,hour,chargeable_mwh
2026-08-22,남원,21,0.0
2026-08-22,동산,21,0.0
2026-08-22,새만금,21,0.0
2026-08-22,장성,22,0.0
2026-08-22,남원,22,0.0
2026-08-22,동산,22,0.0
2026-08-22,새만금,22,0.0
2026-08-22,장성,23,0.0
2026-08-22,남원,23,0.0
2026-08-22,동산,23,0.0
2026-08-22,새만금,23,0.0
2026-08-23,장성,0,0.0
2026-08-23,남원,0,0.0
2026-08-23,동산,0,0.0
2026-08-23,새만금,0,0.0
2026-08-23,장성,1,0.0
2026-08-23,남원,1,0.0
2026-08-23,동산,1,0.0
2026-08-23,새만금,1,0.0
2026-08-23,장성,2,0.0
2026-08-23,남원,2,0.0
2026-08-23,동산,2,0.0
2026-08-23,새만금,2,0.0
2026-08-23,장성,3,0.0
2026-08-23,남원,3,0.0
2026-08-23,동산,3,0.0
2026-08-23,새만금,3,0.0
2026-08-23,장성,4,0.0
2026-08-23,남원,4,0.0
2026-08-23,동산,4,0.0
2026-08-23,새만금,4,0.0
2026-08-23,장성,5,0.0
2026-08-23,남원,5,0.0
2026-08-23,동산,5,0.0
2026-08-23,새만금,5,0.0
2026-08-23,장성,6,0.0
2026-08-23,남원,6,0.0
2026-08-23,동산,6,0.0
2026-08-23,새만금,6,0.0
2026-08-23,장성,7,0.0
2026-08-23,남원,7,0.0
2026-08-23,동산,7,0.0
2026-08-23,새만금,7,0.0
2026-08-23,장성,8,0.0
2026-08-23,남원,8,0.0
2026-08-23,동산,8,0.0
2026-08-23,새만금,8,0.0
2026-08-23,장성,9,6.16
2026-08-23,남원,9,7.04
2026-08-23,동산,9,7.92
2026-08-23,새만금,9,8.8
2026-08-23,장성,10,12.32
2026-08-23,남원,10,14.08
2026-08-23,동산,10,15.84
2026-08-23,새만금,10,17.6
2026-08-23,장성,11,18.48
2026-08-23,남원,11,21.12
2026-08-23,동산,11,23.76
2026-08-23,새만금,11,26.4
2026-08-23,장성,12,24.64
2026-08-23,남원,12,28.16
2026-08-23,동산,12,31.68
2026-08-23,새만금,12,35.2
2026-08-23,장성,13,30.8
2026-08-23,남원,13,35.2
2026-08-23,동산,13,39.6
2026-08-23,새만금,13,44.0
2026-08-23,장성,14,24.64
2026-08-23,남원,14,28.16
2026-08-23,동산,14,31.68
2026-08-23,새만금,14,35.2
2026-08-23,장성,15,18.48
2026-08-23,남원,15,21.12
2026-08-23,동산,15,23.76
2026-08-23,새만금,15,26.4
2026-08-23,장성,16,12.32
2026-08-23,남원,16,14.08
2026-08-23,동산,16,15.84
2026-08-23,새만금,16,17.6
2026-08-23,장성,17,6.16
2026-08-23,남원,17,7.04
2026-08-23,동산,17,7.92
2026-08-23,새만금,17,8.8
2026-08-23,장성,18,0.0
2026-08-23,남원,18,0.0
2026-08-23,동산,18,0.0
2026-08-23,새만금,18,0.0
2026-08-23,장성,19,0.0
2026-08-23,남원,19,0.0
2026-08-23,동산,19,0.0
2026-08-23,새만금,19,0.0
2026-08-23,장성,20,0.0
2026-08-23,남원,20,0.0
2026-08-23,동산,20,0.0
2026-08-23,새만금,20,0.0
2026-08-23,장성,21,0.0
2026-08-23,남원,21,0.0
2026-08-23,동산,21,0.0
2026-08-23,새만금,21,0.0
2026-08-23,장성,22,0.0
2026-08-23,남원,22,0.0
2026-08-23,동산,22,0.0
2026-08-23,새만금,22,0.0
2026-08-23,장성,23,0.0
2026-08-23,남원,23,0.0
2026-08-23,동산,23,0.0
2026-08-23,새만금,23,0.0
